song_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,pitch_low,pitch_high,pitch_avg,popularity
311,-136.41229248046875,61.10420989990234,-1.5999058485031128,9.422554969787598,0.1027038171887397,3.93947958946228,-3.512734651565552,0.1905123591423034,0.7616118788719177,1.8249388933181765,-4.826059341430664,2.073941230773926,-5.822638511657715,106.0115683757802,386.7788615127798,238.77640525800985,628773
17,-88.51583862304688,45.96539306640625,6.002132415771484,14.28665542602539,0.1702891737222671,6.918654918670654,0.7907677292823792,4.221548557281494,1.8410451412200928,-1.2538634538650513,0.9705891609191896,0.8404228091239929,0.0298144370317459,97.44362558527796,420.6833351408668,226.1879268752984,39053
30,-91.58175659179688,46.95501708984375,4.747182846069336,10.109335899353027,1.013365626335144,1.9239435195922847,-0.6483371257781982,4.105957508087158,-0.8828295469284058,3.93555212020874,0.9253958463668824,3.730460166931152,-1.9889836311340328,95.32488467909964,426.9837662877383,227.5307257114748,0
642,-67.43695831298828,40.09638214111328,1.697006106376648,10.342001914978027,-3.4200780391693115,12.66912841796875,-1.0245885848999023,8.802074432373047,3.054044723510742,0.5147995352745056,-1.0620802640914917,2.612643480300904,0.9997127652168274,101.5293038652202,406.2503476026293,241.28504921722248,840016
48,-105.97211456298828,60.993412017822266,7.182353973388672,13.36532211303711,-5.487522125244141,2.180649757385254,0.8825076222419739,-1.5632855892181396,2.996743440628052,1.009635090827942,-0.4114698767662048,3.853981494903565,-1.8815932273864744,118.81070651427991,354.4684613114305,225.8927341877492,0
645,-88.45572662353516,58.80900192260742,15.6728515625,13.386590957641602,4.608790397644043,3.356095552444458,2.834074020385742,3.560572862625122,0.1059227734804153,4.32959508895874,-0.3339497148990631,2.122647285461426,-1.6217408180236816,107.25710161163444,288.58138328356347,179.9599884814386,8250
869,-179.94444274902344,80.50502014160156,21.52261734008789,30.54492378234864,5.58725643157959,7.981201648712158,6.418375015258789,4.75250244140625,-1.4211094379425049,4.98432731628418,-1.811206579208374,1.7460983991622925,-0.3185701370239258,102.435914255341,173.11196793585347,126.69213832964904,836675
1209,-184.3991851806641,91.56951141357422,9.320028305053713,22.01618003845215,5.080869197845459,6.121339321136475,4.434328556060791,4.663818836212158,-0.5001184344291687,1.5836400985717771,-7.617918014526367,2.429865837097168,0.2923453152179718,112.266678278228,217.3367505356001,148.7209012323681,4249
1546,-84.9075927734375,50.98092651367188,-1.9630595445632928,21.84200859069824,-1.0823116302490234,2.41048526763916,6.978086471557617,0.849753201007843,0.679976761341095,4.184954643249512,0.1867852509021759,6.067773818969727,-1.85005795955658,113.7999029782277,428.1926391386929,259.0564616297541,253533
2318,-191.37779235839844,83.25357818603516,15.988450050354004,24.26716423034668,4.784636497497559,2.713430643081665,-2.1467537879943848,-0.8820368647575378,-5.9397969245910645,1.7300631999969482,-6.0660014152526855,-2.709810495376587,-3.815471887588501,125.04651353537488,275.6698808067378,168.04461133294436,655921
3557,-236.5382537841797,88.65910339355469,12.076998710632324,18.08628273010254,-3.2788896560668945,7.001497745513916,-5.5099687576293945,2.3630738258361816,1.0875927209854126,-4.602319717407227,0.1710058599710464,-1.9442015886306765,-6.5811920166015625,126.80991592493857,305.6260694888547,192.8450405223577,0
3488,-211.5305633544922,73.11112213134766,-14.048150062561035,12.498946189880373,2.550363779067993,-3.8276965618133545,-1.304769515991211,-1.0596411228179932,-1.60594379901886,-0.8258204460144043,-3.988980770111084,-2.071985006332397,-6.668271541595459,157.5051096810887,355.2656017968613,247.6201182677701,0
3727,-99.35713958740234,58.56947708129883,6.331431865692139,17.624549865722656,-0.9970250725746156,6.079409122467041,2.6886160373687744,4.999919414520264,1.722683310508728,-0.6744935512542725,-2.1732780933380127,-0.8230429291725159,-4.813848972320557,108.42155898609464,356.70506622282454,208.277088028044,11596
3572,-126.02790832519533,102.54312896728516,-7.01042366027832,21.609922409057617,-7.350001335144043,9.775138854980469,-8.205041885375977,9.723747253417969,-1.6578377485275269,5.097463130950928,-4.001899719238281,4.507361888885498,-4.1839118003845215,136.5084303675147,302.60454114840115,199.08997586200235,0
3674,-125.3532257080078,51.74959182739258,5.3519062995910645,26.105085372924805,-0.0737911164760589,12.861363410949709,2.7325634956359863,5.373554706573486,5.595269203186035,-4.415261745452881,-2.347114324569702,-1.3211164474487305,-3.5150513648986816,99.62582674504183,486.6105932376097,230.53642938243908,3246
3784,-107.59122467041016,56.31311798095703,1.5331237316131592,11.42457675933838,-1.9785277843475344,7.541973114013672,-1.749104142189026,2.433956861495972,-2.156635999679565,-4.514585018157959,-2.4291508197784424,0.0296433046460151,-0.6007366180419922,145.70889483816995,449.3691375103017,271.8880941794031,0
3865,-145.51486206054688,74.76144409179688,2.4505717754364014,18.036041259765625,4.557468891143799,7.146791934967041,-1.0015029907226562,-1.2633565664291382,0.0633189007639885,1.3010742664337158,0.0727618634700775,3.700987339019776,-2.944486856460572,94.6409341797764,456.75056243050255,203.4001439063111,0
4018,-158.7445068359375,74.5917739868164,15.627825736999512,15.48068904876709,7.968822002410889,5.713751792907715,1.928073048591613,2.8229916095733643,-4.749419212341309,2.371201038360596,-7.64747142791748,3.183540344238281,-2.516681909561157,113.4743403643482,324.2218727010759,182.57863339745515,0
4033,-162.29869079589844,81.6971435546875,24.40345573425293,21.23576545715332,8.49706745147705,6.6386332511901855,-0.079383410513401,-1.4186363220214844,6.5950798988342285,-4.016770839691162,0.3852176070213318,1.90687108039856,-4.860323429107666,96.03671236255332,239.38565992577804,154.07604214346088,0
4231,-87.90088653564453,47.00639724731445,-16.405902862548828,15.225054740905762,-0.5007679462432861,6.490028381347656,1.4799680709838867,2.3172314167022705,-3.4888715744018555,-0.7845472097396851,-0.8688810467720032,5.21705961227417,3.9032039642333984,104.94525028126417,499.6803732018539,286.1948462626036,0
4162,-159.09518432617188,74.33415222167969,19.653255462646484,21.98916816711425,7.139956951141357,5.369213581085205,1.7485854625701904,3.575495958328247,1.2725882530212402,2.564284563064575,-8.627131462097168,1.8633637428283687,2.751018047332764,106.67887285464818,234.77568423750083,154.11008592933297,0
4274,-106.05760192871094,39.61650085449219,13.194859504699709,22.622169494628903,6.325040340423584,9.324966430664062,1.2760385274887085,7.2015767097473145,3.004822015762329,4.339467525482178,-0.0318916514515876,2.471723318099976,-1.3254300355911257,83.61557225794196,493.46721872203705,198.26392774579068,0
4283,-82.73282623291016,44.35288238525391,-5.961883544921875,28.566455841064453,-2.9448835849761963,1.6729124784469604,1.7992308139801023,7.854423522949219,-0.1625171154737472,6.231204509735107,-0.6971473097801208,3.499886274337769,-1.640450119972229,138.62500105691376,447.3248873728903,263.9394916857595,0
4451,-131.62229919433594,79.17451477050781,-0.4308802187442779,18.381805419921875,-0.6900732517242432,7.790523052215576,1.5850484371185305,2.5035617351531982,3.907298803329468,0.7744826078414917,0.6078059673309326,2.3052725791931152,-2.0293009281158447,112.83470416854696,290.92551814317966,189.2202813547381,0
4541,-124.86331939697266,71.27909088134766,14.504972457885742,24.13866233825684,9.429183959960938,-3.973872423171997,-1.818048357963562,6.105610370635986,-2.842048406600952,-1.3004602193832395,-4.659675121307373,-4.54909086227417,-2.947672128677368,109.66527842541949,283.89802672950003,172.88814153849412,0
